category_id,views,likes,comments,duration_sec,subscriber_count
15,2683687,79711,3362,486.0,951000.0
19,1005927,9864,608,601.0,44700000.0
23,16145517,388948,10710,934.0,10500000.0
24,17196480,507024,3386,602.0,5820000.0
28,2421658,60039,1533,565.0,4710000.0
24,602231,7728,278,2321.0,66200000.0
28,510804,12855,550,780.0,7090000.0
28,618702,9994,928,985.0,560000.0
28,18698644,101519,3889,2742.0,61600.0
26,207447,8058,681,1659.0,245000.0
17,695653,7604,2247,1391.0,21600000.0
26,534706,13517,433,493.0,5740000.0
24,350333,0,0,3147.0,10100000.0
27,194087,6637,776,399.0,2300000.0
27,84835,2418,266,844.0,9230000.0
28,681129,7210,166,245.0,73400.0
20,3206728,165216,12225,1774.0,8800000.0
24,9737071,208960,11801,1167.0,21800000.0
20,4011149,38507,1686,960.0,3600000.0
29,507238,8634,774,7200.0,2960000.0
27,179551998,0,0,817.0,6130000.0
28,13778367,206526,10080,2099.0,985000.0
26,1432974,84087,2047,686.0,4060000.0
20,861760,38954,2357,734.0,9700000.0
17,2355452,47239,3419,2543.0,1490000.0
25,2752489,21059,0,1600.0,5040000.0
23,1993989,77477,3432,697.0,912000.0
20,181863,2283,546,2231.0,468000.0
2,3829952,66271,2211,1270.0,634000.0
20,6662324,340398,17075,1090.0,37900000.0
28,13152,1032,94,4049.0,575000.0
24,27314006,553352,22314,256.0,10500000.0
20,16704,174,62,503.0,88700.0
19,443114,22273,794,1646.0,2200000.0
15,3682143,59881,8324,392.0,10300000.0
15,27808,1136,165,495.0,87400.0
17,3933722,22521,563,1819.0,15400000.0
26,979656,20599,726,779.0,2070000.0
23,6319057,271229,7838,869.0,4710000.0
27,131568,3568,164,788.0,207000.0
17,7363432,96529,2667,1041.0,53100000.0
26,564974,17202,797,674.0,2620000.0
22,11110306,589441,35305,861.0,17200000.0
24,3727420,123544,2009,882.0,6150000.0
27,172955,3791,78,441.0,28200.0
2,518613,4848,1266,1401.0,1080000.0
24,24750464,338848,11678,1083.0,17500000.0
19,2602657,55150,2164,1072.0,11800000.0
28,6219513,229238,10213,656.0,22000000.0
27,576451,24354,2768,931.0,2930000.0
28,4005392,106427,5511,1953.0,16700000.0
24,1421500,21568,1660,2097.0,133000.0
28,745624,26791,938,608.0,4980000.0
28,247416,10781,603,587.0,1750000.0
28,653467,36419,1583,532.0,15400000.0
23,6114384,117568,4241,447.0,2790000.0
27,2392676,49768,1972,884.0,4860000.0
23,906830,21684,1388,281.0,33100000.0
20,35107562,72553,0,1375.0,3390000.0
27,3715077,48444,2523,905.0,15300000.0
24,33692760,409243,14351,294.0,42800000.0
17,2089611,22362,986,270.0,111000000.0
1,29482626,111042,2946,543.0,2740000.0
27,224775,11370,556,1427.0,3140000.0
19,859832,29312,3345,453.0,14000000.0
24,371898,6959,274,1030.0,3480000.0
24,92610,2372,230,1386.0,1620000.0
23,7467369,110612,2634,310.0,4510000.0
28,5565008,234837,9197,854.0,3020000.0
20,33579380,425862,29779,767.0,23300000.0
27,2421233,12538,1436,2546.0,6290000.0
17,4232734,102471,2143,515.0,13700000.0
10,24693573,235175,19124,493.0,510000.0
27,386908,10211,406,488.0,196000.0
24,1892139,11915,742,1807.0,14100000.0
26,1599926,10931,375,1589.0,578000.0
1,1574542,3857,0,482.0,2900000.0
22,1488095,22978,5151,953.0,2100000.0
28,5237134,114125,14490,516.0,24700000.0
20,848915,28199,874,2201.0,1190000.0
26,319890,6579,307,641.0,914000.0
20,2225611,83379,1222,1076.0,8300000.0
27,9025894,67588,2411,10075.0,4050000.0
24,3712401,47190,1382,704.0,2490000.0
10,34104969,183939,4489,266.0,62700000.0
24,3106250,84667,529,652.0,5820000.0
28,4445326,87914,4480,574.0,5000000.0
22,15979691,20517,0,561.0,1960000.0
1,65750396,67216,0,499.0,48700000.0
20,446011,3995,149,1183.0,378000.0
23,132523,3638,139,982.0,48500.0
26,3567521,60942,2656,303.0,44700000.0
26,1408044,32637,1186,410.0,330000.0
20,16477486,253545,21305,828.0,31100000.0
29,6213255,42625,4306,290.0,2510000.0
24,224165,9303,855,654.0,2130000.0
24,6934851,95977,5486,615.0,21800000.0
26,19270005,560411,6475,277.0,2090000.0
20,1860180,93189,2397,888.0,4840000.0
22,16136951,271246,6166,1000.0,9450000.0
22,7645121,128892,4594,520.0,793000.0
20,2976242,58959,2833,678.0,2010000.0
23,10679163,124062,3442,290.0,511000.0
27,969050,42321,717,937.0,54600.0
24,4856300,155852,4084,412.0,4220.0
15,271561,4825,2096,1291.0,1300000.0
24,1048043,24928,1578,412.0,10400000.0
20,1270422,25731,1394,1861.0,2400000.0
20,4497163,46546,961,1404.0,6440000.0
23,28513415,530947,24727,461.0,7220000.0
27,51362679,236274,7786,694.0,6950000.0
27,11626443,275429,15248,1660.0,19700000.0
20,2552289,75062,1189,777.0,3250000.0
20,2326264,20744,828,1150.0,3520000.0
28,1365561,25811,2052,1456.0,1390000.0
17,85815411,617970,5328,489.0,5700000.0
20,18241464,306794,4607,589.0,3250000.0
17,380310,4231,387,662.0,2330000.0
22,387070,8164,1044,539.0,378000.0
20,548900,26533,345,884.0,508000.0
25,886949,6028,630,358.0,30900.0
23,1071649,15456,557,309.0,13300000.0
15,160515,867,132,858.0,70500.0
20,709260,9900,582,1257.0,1090000.0
22,7714696,50825,2788,1418.0,141000.0
23,4806207,202625,19883,998.0,20600000.0
2,5044610,137337,4435,279.0,12600000.0
20,7780483,25654,199,1109.0,434000.0
20,234782,8524,614,1173.0,58400.0
20,5049951,165311,8189,816.0,2910000.0
25,583732,26110,2123,844.0,5580000.0
28,833073,31551,2683,814.0,5120000.0
15,663703,4085,234,2150.0,7860000.0
10,387027,10317,69,35.0,70500000.0
27,24007,4533,752,853.0,770000.0
28,324838,3982,876,1442.0,1570000.0
29,352751,1165,0,306.0,1170000.0
23,4690714,65391,1856,280.0,33200000.0
23,3202166,156560,6109,1106.0,4710000.0
24,58746181,933468,17924,498.0,36300000.0
28,168239,1517,139,1604.0,50200.0
26,20691257,415916,8863,652.0,25900000.0
27,712707,28005,959,1007.0,2930000.0
17,1053222,32068,1499,2347.0,11900000.0
10,1629585,35952,2168,1486.0,309000.0
22,891681,6394,247,867.0,27000000.0
25,8426926,94240,10519,692.0,10300000.0
23,961765,9785,321,829.0,33100000.0
24,6427104,0,0,585.0,5280000.0
22,409735,11485,484,723.0,6010000.0
17,519216,16799,718,532.0,662000.0
15,4839260,147507,7069,270.0,17900000.0
28,2235449,36831,7735,3485.0,386000.0
28,708165,30862,1495,703.0,3480000.0
28,418888,2137,101,344.0,23400.0
26,55684,1297,122,791.0,184000.0
23,14085945,331372,11136,445.0,3990000.0
1,92860,7110,385,897.0,1330000.0
29,723893,10840,412,602.0,43900000.0
27,231770,3990,109,1137.0,250000.0
20,1990426,45875,1430,2104.0,1720000.0
23,1086812,13614,1119,462.0,13300000.0
24,28354271,555763,46178,1617.0,21800000.0
23,1079498,25588,365,263.0,949000.0
20,248119,16079,2088,1687.0,134000.0
26,4480106,85675,1125,959.0,25900000.0
20,11591461,51014,2870,600.0,22800.0
23,9052837,284827,10709,528.0,3990000.0
27,15534,1489,84,930.0,962000.0
24,1460784,13270,882,916.0,3090000.0
27,274210,7518,501,305.0,3480000.0
19,224950,5017,235,1620.0,327000.0
17,1153336,4126,429,1547.0,194000.0
19,1151876,12643,1304,313.0,5160000.0
25,478782,5690,0,678.0,6500000.0
27,8124397,529176,13256,860.0,681000.0
23,3016940,79463,4025,758.0,13300000.0
15,190312,2181,60,3062.0,1210000.0
1,10044037,234207,29614,814.0,13400000.0
10,1846307,31878,1470,2615.0,1640000.0
1,29778792,1287149,106868,595.0,14900000.0
27,8996922,165821,13346,501.0,7880000.0
20,2013516,75420,3147,1189.0,2010000.0
1,4300456,259252,8802,302.0,14900000.0
24,3686169,94272,2516,366.0,8420000.0
17,64570,1935,185,1488.0,656000.0
23,2091178,23524,1410,544.0,5190000.0
23,3346715,95851,5510,2007.0,7900000.0
28,3099772,152240,8129,1239.0,2970000.0
25,35828,316,0,2699.0,2070000.0
20,1450471,88254,3198,705.0,4840000.0
1,2105183,16899,0,289.0,1360000.0
29,103180,2385,278,271.0,1520000.0
27,8695722,151789,30924,392.0,7880000.0
29,335059,1676,398,2624.0,3370.0
17,18366283,215499,5529,444.0,1550000.0
28,520363,8849,656,709.0,1610000.0
24,7785471,318129,15933,822.0,12100000.0
27,11454,457,66,1007.0,160000.0
24,6941431,288207,6532,489.0,21800000.0
29,129194,692,25,252.0,949000.0
15,826774,20171,2102,1564.0,42100.0
26,1138531,19198,278,461.0,41900.0
26,748792,7572,650,2024.0,33600.0
24,6203148,83081,2615,244.0,4320000.0
24,58056,634,304,726.0,7270.0
27,4632113,112860,4999,301.0,6610000.0
24,5848843,351826,3624,652.0,5820000.0
15,5074108,74851,3167,1073.0,162000.0
29,597249,14560,432,1652.0,3750000.0
29,918668,19327,715,1653.0,3750000.0
28,227104,8810,348,527.0,7090000.0
22,6666037,144822,8086,324.0,824000.0
29,454188,3157,221,795.0,43900000.0
20,1824677,8892,3049,1705.0,3180000.0
1,3770108,7522,0,740.0,2900000.0
27,10852,483,60,355.0,1290000.0
24,94031646,192021,0,897.0,1000000.0
24,242802,1694,0,858.0,40200000.0
28,2606649,90238,4792,1104.0,16700000.0
28,1564424,79531,4258,488.0,671000.0
26,1735124,44267,2335,516.0,3970000.0
22,259149,6926,1082,2290.0,111000.0
28,1093616,29132,3810,533.0,2510000.0
17,2137904,42086,817,689.0,2300000.0
29,450370,6546,420,1132.0,43900000.0
22,6806723,21631,361,275.0,14500.0
23,5485864,310190,7548,1275.0,386000.0
26,810056,11659,951,824.0,1360000.0
28,2195166,22391,1356,1236.0,27000000.0
2,3015666,11875,439,1221.0,2420000.0
28,8896172,168489,11556,538.0,24700000.0
28,9036651,135365,4857,421.0,153000.0
27,1723995,68957,2018,996.0,1600000.0
25,182016,10082,1191,1818.0,1550000.0
24,344100,7659,2081,2218.0,1620000.0
23,2009919,16536,259,3988.0,18500000.0
10,10558499,73107,1307,831.0,158000.0
22,96692,995,79,5390.0,341000.0
20,59803089,1006665,21612,612.0,52500000.0
24,362450,3445,86,766.0,5860.0
17,1333139,25195,716,302.0,1740000.0
27,2357918,84397,4029,601.0,4640000.0
20,1267811,38347,1479,651.0,354000.0
25,572692,11870,2425,807.0,14600000.0
22,2917359,119678,6977,915.0,10200000.0
20,22551276,371519,9478,2543.0,16600000.0
17,15332354,162745,5559,510.0,2930000.0
15,72295,1913,155,4126.0,10300.0
28,80586,3424,472,540.0,2450000.0
28,10115302,187234,12140,544.0,2820000.0
27,10724929,250140,31958,710.0,9230000.0
27,61426,396,0,19.0,83700000.0
29,175994,952,0,282.0,57400.0
20,125102,5960,271,1244.0,607000.0
27,824229,58160,3931,656.0,150000.0
24,3165492,65630,3865,767.0,20100000.0
20,74660,1022,309,1060.0,1480000.0
2,2134481,35860,3650,2613.0,9420000.0
26,307490,7855,315,254.0,4870000.0
10,640705,12853,357,1040.0,10500.0
28,80564062,1742322,88238,999.0,71700000.0
20,2381770,95797,4889,1172.0,2010000.0
20,1236229,20672,1507,2881.0,403000.0
24,92887051,372510,0,258.0,131000000.0
23,2622088,127357,7366,283.0,1830000.0
24,1546647,32350,18008,1156.0,2840000.0
28,11587818,58775,0,701.0,12500000.0
24,3383706,92280,2359,749.0,7960000.0
17,8938157,82027,7217,928.0,53100000.0
25,385369,9142,921,1012.0,830000.0
22,1056377,31250,567,262.0,17900.0
1,1550607,117065,2898,290.0,11800.0
17,971394,8145,410,320.0,14200000.0
15,946390,8670,374,607.0,1450000.0
23,2526901,113306,3979,300.0,1830000.0
15,624043,7295,272,247.0,3400000.0
28,2267345,86798,5946,568.0,16600000.0
23,25930426,2038362,67277,383.0,45200000.0
19,1961231,20560,1356,899.0,253000.0
25,1928402,21067,1087,1545.0,467000.0
27,77715,1759,208,8416.0,14100000.0
15,6468490,139449,5910,282.0,3110000.0
20,46087181,2045512,57899,1169.0,33200000.0
23,2324166,15693,1630,419.0,18100000.0
27,1816914,2731,0,1490.0,9410000.0
17,606452,10699,491,1262.0,6240000.0
28,1427989,9541,893,674.0,845000.0
28,37875,1566,157,778.0,28300.0
22,3505433,169984,5412,784.0,1920000.0
28,2957568,95860,4127,1109.0,15400000.0
23,40152854,565176,34977,467.0,23300000.0
20,18422284,88075,1628,588.0,15100000.0
20,11163577,356802,17742,691.0,5180000.0
20,59904644,945903,47735,633.0,52500000.0
20,2926875,69659,4678,624.0,6630000.0
1,48778210,118363,0,812.0,607000.0
26,808367,15293,812,876.0,432000.0
28,1804109,87210,6374,1236.0,4880000.0
28,5475683,117960,5144,418.0,629000.0
26,2444587,59683,5868,699.0,3700000.0
23,1922377,20536,845,2744.0,2050000.0
22,189891,1461,80,1612.0,31300.0
29,9821,601,248,951.0,7890.0
20,4791168,121550,3227,683.0,4840000.0
20,1265346,11574,638,1240.0,142000.0
15,1505253,21374,1195,985.0,5450000.0
24,21636927,382066,21073,4429.0,21800000.0
22,609149,6410,386,305.0,680000.0
23,2036697,23165,1449,2849.0,2050000.0
29,67003,1686,400,1047.0,43900000.0
17,1042958,17282,1387,640.0,3030000.0
22,637725,19602,4576,368.0,233000.0
15,6219259,18177,552,298.0,91000.0
25,1190815,17780,2528,371.0,9260000.0
26,4203570,0,2673,654.0,8720000.0
24,123132,2967,195,680.0,10400000.0
28,3686779,109770,5297,930.0,16600000.0
27,610924,12430,346,1183.0,126000.0
24,2455259,43471,6606,3911.0,953000.0
20,374384,14166,3499,1755.0,724000.0
27,1921648,50142,1442,956.0,6470000.0
24,1849866,90862,3536,587.0,2520000.0
20,612864,11549,2004,1020.0,4110000.0
22,6140425,74391,1030,1223.0,40300.0
26,215739,4919,217,1086.0,1310000.0
24,632661,6455,454,305.0,10400000.0
23,9014398,322337,22404,1032.0,19400000.0
10,34527471,688810,19964,200.0,62700000.0
24,2516622,108780,10500,772.0,6980000.0
24,5059685,350269,18290,442.0,10100000.0
20,820677,0,0,3684.0,16700000.0
24,19012754,380146,11724,688.0,17500000.0
23,2458952,128279,4124,352.0,7220000.0
24,21123969,308871,17876,659.0,35100000.0
20,2912238,47681,8473,912.0,3700000.0
23,2367629,254979,10546,1113.0,5550000.0
29,1801071,29851,3008,6347.0,2950000.0
15,11919280,45309,698,841.0,643000.0
28,192832,5050,294,1380.0,149000.0
28,6886389,115166,3541,810.0,1020000.0
24,168310,14112,1135,495.0,1090000.0
17,20773,665,206,4630.0,97700.0
28,17918685,552668,31943,790.0,4710000.0
29,779186,2841,214,289.0,2510000.0
17,1812369,15393,1646,416.0,6940000.0
28,5835,261,7,641.0,21400.0
23,14885695,25270,486,677.0,1440000.0
1,84840,1990,67,294.0,18900.0
24,681731,35641,2878,310.0,307000000.0
1,6907218,21069,0,400.0,2880000.0
27,2270141,102686,3184,827.0,30500000.0
15,2444494,11313,163,3603.0,15400.0
22,4982927,66291,3543,406.0,8260000.0
19,231183,3479,343,2135.0,6050.0
24,674611,7493,862,1557.0,10300000.0
28,3439780,70101,4914,380.0,24700000.0
28,39803,1705,201,1556.0,147000.0
19,1588374,40655,2400,302.0,1080000.0
22,760091,17283,197,2702.0,489000.0
10,574324410,2421626,44310,277.0,307000000.0
26,104231,3054,519,943.0,2300000.0
29,611819,8572,592,5777.0,502000.0
27,3230592,114689,4033,305.0,6610000.0
20,21849,379,129,967.0,512000.0
20,873878,3296,139,768.0,3920000.0
1,27112880,555685,78053,529.0,14900000.0
22,1359455,19883,2631,244.0,9230.0
28,2560202,40364,1660,1174.0,5000000.0
10,221732873,1741348,62392,247.0,12400000.0
20,186791,5975,695,858.0,1230000.0
24,12126685,194078,5527,558.0,10500000.0
10,227470,5738,411,272.0,876.0
24,938462,15168,1488,652.0,1890000.0
25,796452,12122,296,953.0,10200000.0
28,701842,31776,1588,625.0,3480000.0
28,5455995,50681,2822,920.0,26900000.0
19,701,70,4,481.0,176000.0
28,2934888,96209,5801,785.0,16600000.0
23,4445699,149861,11476,492.0,7150000.0
17,2229864,23478,2339,805.0,15700000.0
28,3048308,135920,3003,467.0,12500000.0
22,3034975,38827,669,1607.0,50400.0
20,1124112,10028,391,1128.0,2570000.0
10,1247608,36599,4024,1043.0,3060000.0
17,4491786,70103,990,406.0,195000.0
23,280761,7303,247,247.0,949000.0
17,6346372,47937,923,647.0,4020000.0
27,1234700,45066,4926,1094.0,3830000.0
10,1411547,60556,2361,529.0,3060000.0
2,833967,13060,767,2757.0,407000.0
27,7764000,110929,12465,240.0,3480000.0
23,3006740,24017,1079,552.0,33100000.0
15,330097,5461,518,292.0,4520000.0
27,1339457,35115,2133,580.0,400000.0
26,751095,9967,558,617.0,4700000.0
15,3403482,56651,5253,919.0,462000.0
26,86533,1351,62,13291.0,33800.0
22,74428,4774,1002,1350.0,1190000.0
26,7134530,152707,8810,674.0,9770000.0
27,27776898,39201,0,2930.0,8950000.0
23,426128,18646,673,411.0,13300000.0
15,1231234,32985,3868,519.0,4130000.0
15,262643,5883,736,1039.0,3250000.0
27,1210102,50378,1666,1341.0,3390000.0
22,16302947,581811,20528,863.0,5520000.0
22,685144,25234,1185,515.0,471000.0
17,1465158,15956,634,247.0,1030000.0
19,1819985,36221,1565,921.0,11800000.0
24,14911165,266654,6861,802.0,12600000.0
22,586676,2809,181,502.0,799000.0
1,25323,443,43,537.0,4030000.0
24,37514199,108049,0,571.0,24200000.0
27,4376090,183732,5568,990.0,3390000.0
17,152690,1386,144,2296.0,470.0
10,62525077,77705,0,553.0,33700000.0
26,2666199,68625,3363,1212.0,931000.0
24,7730786,278551,24294,923.0,12100000.0
24,861610,47627,3151,1044.0,6610000.0
20,279121,6275,1712,497.0,89200.0
27,1475005,34180,2007,1375.0,95400.0
24,86834,1395,52,1455.0,6160.0
24,107022141,305992,0,162.0,80900000.0
23,1640409,34295,2704,544.0,13300000.0
28,13410638,516377,13902,718.0,15400000.0
29,73106,946,199,775.0,1090000.0
24,252169521,1371850,0,458.0,131000000.0
1,2252102,54377,3728,702.0,4370000.0
24,209548,2610,441,297.0,1730000.0
22,14991988,407181,4345,738.0,9460000.0
20,1985668,62898,1715,1098.0,3640000.0
27,3437235,49682,5243,1001.0,15300000.0
26,3336490,133151,6086,1185.0,4870000.0
27,5106362,97480,16658,264.0,19700000.0
24,2912870,144099,8336,457.0,1400000.0
24,25247,641,2,33.0,66200000.0
20,1174295,11125,1091,1183.0,2430000.0
22,219023,6240,177,2322.0,362000.0
20,29780447,663053,42908,4037.0,6050000.0
25,803833,6972,2381,1142.0,6080000.0
28,3937067,86915,3383,1093.0,5710000.0
17,530868,6317,667,277.0,669000.0
27,1996011,40541,1001,289.0,22200000.0
20,1608031,68237,1790,1138.0,6930000.0
27,3525378,102346,1756,910.0,1510000.0
27,6960589,33080,3533,3373.0,1390000.0
28,3380637,95924,3106,1119.0,16600000.0
26,2506595,25657,2513,704.0,5700000.0
25,157312,1936,2425,1349.0,3290000.0
15,799748,32302,1817,564.0,8280000.0
17,13322195,169704,5604,652.0,1120000.0
25,1840758,56727,3235,921.0,7040000.0
22,291813,11844,605,542.0,1390000.0
22,3731844,0,1446,470.0,5710.0
20,3450517,122851,4539,606.0,4840000.0
28,3482448,92853,5115,1182.0,16600000.0
27,6670942,158683,15762,11478.0,9230000.0
28,652365,9015,536,813.0,2390000.0
15,1143951,11914,1044,568.0,222000.0
15,640905,8762,443,263.0,14200000.0
25,423553,8006,392,344.0,6480000.0
24,719305,17944,409,668.0,6830000.0
23,1730630,32197,2180,425.0,13300000.0
20,227872,14083,1531,624.0,258000.0
22,108673,1211,144,1343.0,139000.0
23,3472175,113669,5827,352.0,5180000.0
29,289934,3677,0,5265.0,308000.0
27,49026392,80540,0,199.0,97900000.0
28,11518570,359090,595,49.0,71700000.0
10,821105,15722,720,384.0,2590000.0
20,403882,11892,1452,762.0,594000.0
23,4151217,64160,10780,1299.0,5190000.0
24,2386336,41899,1786,988.0,1720000.0
15,2178369,21271,838,1795.0,474000.0
17,6005375,46702,1406,760.0,5430000.0
27,3527002,57829,1220,270.0,22200000.0
20,38985232,528114,37482,407.0,37900000.0
15,2277038,23015,2753,311.0,21800000.0
15,234280,2472,112,377.0,1180000.0
10,1225354,12419,522,1401.0,612000.0
20,2533563,116205,2414,607.0,4840000.0
22,11577788,150001,4187,423.0,5660000.0
26,3721596,58837,641,541.0,60200.0
22,5190802,113587,2436,1115.0,1010000.0
24,332383,26418,587,644.0,251000.0
17,8559936,161425,2587,587.0,14000000.0
20,2491786,100688,4787,296.0,6300000.0
22,42561792,40772,0,246.0,24900000.0
27,8804,453,78,1479.0,147000.0
17,4506405,109276,1626,312.0,13700000.0
26,7951601,113306,1895,442.0,3250000.0
25,67078,249,86,2072.0,1150000.0
25,686112,13027,4396,767.0,14600000.0
29,1375028,36092,2587,4222.0,2960000.0
27,54700328,180330,0,2670.0,97900000.0
23,1689011,24369,1637,343.0,13300000.0
28,191852,2988,376,1175.0,7090000.0
27,329351,5260,161,321.0,177000.0
10,827369,39214,4001,618.0,2030000.0
28,3314208,100650,3342,1071.0,16600000.0
24,5443639,153544,2384,354.0,42800000.0
28,886704,19241,2899,606.0,7090000.0
22,45178,1408,1185,925.0,251000.0
22,23875384,691878,47505,464.0,110000000.0
15,3306982,41420,1119,1020.0,2530000.0
26,1533926,25799,519,1864.0,166000.0
22,6114073,26653,0,1014.0,501000.0
19,4313705,64825,2524,935.0,11800000.0
23,737420,32280,1339,852.0,174000.0
10,19155917,282510,8890,189.0,62700000.0
27,2536798,30262,0,257.0,7000000.0
27,3481165,6936,0,1991.0,15900000.0
27,4090434,43796,2407,3733.0,1220000.0
24,34188631,360916,20537,791.0,35100000.0
28,1417119,78824,1666,677.0,4060000.0
1,15203,208,26,294.0,65500000.0
24,2966380,54645,1367,365.0,42800000.0
23,2976072,25693,237,3179.0,18500000.0
20,86584,1203,103,649.0,3020000.0
20,5906781,68130,1355,1242.0,484000.0
23,222578,20318,2698,822.0,812000.0
20,43737239,204098,1624,483.0,650000.0
24,7734716,320097,12944,1153.0,6980000.0
29,4186001,61270,5818,4946.0,2950000.0
28,8320796,146190,7813,601.0,16700000.0
24,883902,436,0,7420.0,31100000.0
23,31197438,617984,77762,544.0,20600000.0
22,20832,861,58,911.0,1380000.0
22,1139519,8220,885,260.0,1150000.0
19,1700161,550,0,481.0,9380000.0
28,6911175,99783,3221,380.0,15400000.0
20,25670592,519599,9544,826.0,30300000.0
27,450070,16968,756,290.0,9540000.0
20,337645,11006,4403,1387.0,724000.0
17,732512,4976,430,375.0,3220000.0
24,1694773,20376,1751,408.0,7960000.0
22,3560478,84838,8276,566.0,394000.0
28,38495,2496,171,1210.0,121000.0
10,45372732,197101,2189,272.0,9490.0
24,3493522,120811,655,598.0,5820000.0
28,4974876,166851,5543,997.0,3020000.0
20,6924705,222229,7199,604.0,23700000.0
28,366075,8358,420,650.0,214000.0
22,2327025,20708,713,1058.0,7730000.0
24,612855,23441,742,240.0,1470000.0
23,655025,8222,429,495.0,33200000.0
28,1091442,42109,1278,285.0,4060000.0
28,4184340,0,3636,1592.0,24500000.0
27,13972,952,235,1192.0,276000.0
24,6864685,208822,71578,1054.0,10600000.0
24,45414,931,24,2088.0,5540000.0
10,4445181,31798,498,3461.0,86700.0
29,5312927,130905,3739,885.0,43900000.0
27,182619,4579,145,268.0,339000.0
20,4166956,111283,5075,739.0,4840000.0
24,595431,27903,262,482.0,11200.0
28,225985,5690,122,402.0,1470000.0
20,837979,23261,2412,985.0,2400000.0
17,6078579,98476,1796,707.0,2300000.0
20,153699,5165,144,1117.0,249000.0
22,1125400,14630,278,250.0,27000000.0
15,58610,1014,160,904.0,14500.0
20,545629,8593,1308,774.0,3410000.0
22,579139,11054,220,392.0,705000.0
22,1427094,28715,3209,598.0,43000.0
20,2810965,26266,1247,1124.0,139000.0
20,619028,9624,1592,1306.0,485000.0
15,5244645,25712,976,299.0,6180000.0
27,2875825,77200,2886,1238.0,4620000.0
25,1785515,47110,3630,473.0,12700000.0
20,436448,13495,1403,1083.0,113000.0
28,209025,2091,80,337.0,27700.0
25,2040504,28772,1620,1044.0,3720000.0
26,11013219,261860,6464,635.0,14200000.0
27,1676918,49100,2600,999.0,3830000.0
22,1569157,24911,1892,1611.0,81000.0
29,2279538,48804,2261,1605.0,3750000.0
2,1279236,67243,990,1268.0,689000.0
2,2829345,35489,3314,2929.0,1090000.0
20,1494457,45953,3181,814.0,3640000.0
28,4466343,44942,1559,1280.0,26900000.0
1,23216442,429044,31535,513.0,10500000.0
29,979832,15753,560,1610.0,3750000.0
15,1601252,18112,985,501.0,876000.0
1,4902652,79435,0,305.0,3200000.0
20,1847478,101423,1074,1035.0,13700000.0
17,21536495,381568,7023,654.0,61700000.0
23,2320549,22569,853,633.0,12400000.0
26,1839136,54478,1501,1286.0,6120000.0
23,2494883,45434,860,788.0,13300000.0
17,1262790,49071,578,394.0,5340000.0
24,12125139,391313,7747,1807.0,17500000.0
27,4510439,43236,4194,740.0,16800000.0
23,302349,10500,1418,341.0,13300000.0
27,3101655,30627,617,574.0,16800000.0
28,2052330,67575,2421,390.0,3480000.0
24,2913933,68451,4914,1131.0,4250000.0
23,12452075,224722,11820,327.0,3990000.0
20,28833612,558837,14374,512.0,110000000.0
29,358328,4126,153,502.0,43900000.0
24,2607227,85654,3507,792.0,6980000.0
20,4023902,119441,7051,963.0,2010000.0
24,40923098,1047011,68759,1237.0,12000000.0
27,2388871,64567,7243,370.0,7880000.0
24,274408,25762,895,374.0,2520000.0
28,1421138,58774,3314,262.0,4060000.0
19,712079,18244,473,1041.0,386000.0
28,427381,12034,1207,2322.0,7090000.0
1,42479958,772703,42807,633.0,14900000.0
26,744891,16978,1764,351.0,1000000.0
20,3525943,170729,10366,1142.0,1320000.0
28,3510011,106191,8325,1533.0,16700000.0
25,31287785,339843,18600,560.0,19200000.0
17,1332194,20522,1372,1583.0,326000.0
22,1470507,4198,70,703.0,2410000.0
20,216490,4716,701,555.0,839000.0
28,9692197,251317,14667,1195.0,22000000.0
19,6879819,118490,6269,262.0,12600000.0
24,10263470,243979,21691,821.0,10600000.0
27,2291854,56621,998,1741.0,10800000.0
1,136375,5820,620,1071.0,329000.0
26,2044000,40867,728,249.0,21300000.0
20,9227672,320169,24985,1127.0,19600000.0
27,1554316,31155,3817,1205.0,9550000.0
29,12649,1108,288,1004.0,43900000.0
22,669065,18414,1335,670.0,315000.0
20,20748177,739894,29450,1275.0,16800000.0
25,877385,9372,1034,2714.0,404000.0
24,16400614,231169,32828,688.0,19600000.0
24,2303259,73379,895,724.0,7260000.0
25,1860233,47782,10526,714.0,5660000.0
15,100120,1371,168,3953.0,144000.0
27,364947,11392,1969,908.0,2300000.0
24,4165777,24410,3899,655.0,15200000.0
20,356575,3131,49,1112.0,4110000.0
20,1049141,49471,1122,797.0,6750000.0
23,6178348,72599,1561,4099.0,18500000.0
28,2824589,159828,2312,406.0,4060000.0
27,8946847,151148,6724,3935.0,2260000.0
20,214035,3921,564,672.0,55900.0
26,252588,4626,198,709.0,1150000.0
23,5688329,41119,3600,281.0,33100000.0
23,22504291,991471,29011,602.0,10200000.0
20,1396356,4775,108,1235.0,1000000.0
17,926981,10261,1015,581.0,661000.0
10,73351631,343482,3359,263.0,307000000.0
17,4269323,49069,11462,1553.0,1520000.0
29,1115291,25522,2105,2308.0,996000.0
25,20321998,305288,35380,911.0,9260000.0
24,8445965,188401,7352,747.0,10600000.0
23,1402856,88623,2679,270.0,1830000.0
27,846,50,6,608.0,25700.0
20,3564271,33643,1263,1031.0,2430000.0
20,214626,7348,489,2419.0,59900.0
22,1559090,18773,1031,5649.0,127000.0
24,20879362,451525,15658,304.0,24900000.0
