category_id,views,likes,comments,duration_sec,subscriber_count
20,2976439,109878,4107,626.0,6630000.0
27,1937814,40640,1113,1785.0,10100000.0
24,24764373,271798,11555,332.0,9360000.0
24,78958552,982218,16600,483.0,36300000.0
26,3319175,76226,2983,518.0,14200000.0
27,205965,6716,1428,2203.0,1110000.0
24,2378306,37519,14585,1641.0,11100000.0
24,1454373,56552,480,41.0,62700000.0
27,813156,17518,679,1100.0,956000.0
29,1207718,7296,490,503.0,2540.0
20,287516,11959,149,1034.0,234000.0
27,267542,7169,760,8763.0,1650000.0
23,19436248,226066,5301,304.0,5180000.0
24,2673760,71379,1945,296.0,8420000.0
24,246842,5046,228,768.0,3450000.0
23,28458104,349820,8500,292.0,10300000.0
1,44074582,165803,0,837.0,42400000.0
17,4489197,25171,1524,2000.0,23700000.0
2,675498,39213,3154,1213.0,4510000.0
20,222051,7643,64,1368.0,234000.0
26,4441253,90466,2282,758.0,10400000.0
20,1326287,39775,1818,805.0,2400000.0
27,2162425,23291,8229,2877.0,5780000.0
20,11348435,374730,0,1081.0,15000000.0
1,11603995,31303,860,309.0,9370000.0
23,19113714,343321,56920,278.0,20600000.0
22,104581,2285,184,948.0,7710.0
22,3032834,19197,892,468.0,25400.0
24,4777454,174218,29925,750.0,10600000.0
17,1002798,11964,1788,773.0,3500000.0
28,525651,4559,151,5948.0,466000.0
28,252759,7141,222,765.0,105000.0
27,12873922,190386,4439,297.0,22200000.0
15,1596657,14413,924,2989.0,1880000.0
15,122504,1148,315,368.0,182000.0
15,21997620,147356,9557,823.0,3050000.0
24,12732853,97507,0,299.0,14400000.0
17,4322817,44242,972,1707.0,1480000.0
28,780640,12618,477,1065.0,1210000.0
20,3698262,36277,1580,533.0,80000.0
22,1154111,26501,726,737.0,5340000.0
28,502235,35716,1471,1038.0,1210000.0
19,15518,1121,588,485.0,98700.0
24,6723071,252128,8955,1008.0,5500000.0
27,13419,616,12,4420.0,252000.0
27,2086871,37733,734,513.0,4050000.0
15,1338047,23060,504,593.0,1580000.0
24,865439,1937,0,340.0,12600000.0
15,4073003,32420,866,3290.0,14200000.0
27,5820142,80223,4833,648.0,4860000.0
28,5645110,7935,0,389.0,988000.0
27,6649467,40173,2814,1561.0,6270000.0
17,348874,4064,473,503.0,23300.0
22,3571449,7055,100,3146.0,1120000.0
1,342113,2189,111,256.0,12700.0
2,7106580,207780,9056,1367.0,10700000.0
20,1226284,6733,659,872.0,20300000.0
17,1640820,12173,336,301.0,5140000.0
17,2051812,79596,4619,992.0,2620000.0
23,58391064,3611921,173516,1971.0,31000000.0
29,1051229,1265,43,1317.0,43900000.0
17,33551723,316320,11488,1916.0,6750000.0
25,7440029,58364,0,3799.0,2230000.0
24,4482343,15179,0,1517.0,2490000.0
27,3222261,3945,0,369.0,7000000.0
17,101261,2527,737,2605.0,30200.0
24,12893871,457251,17384,1142.0,12100000.0
24,5607116,167801,969,548.0,5820000.0
28,1128690,37201,2456,2428.0,2980000.0
26,15786,1695,97,2078.0,523000.0
24,250595,4298,410,541.0,83800.0
10,283078089,2372589,79240,249.0,24400000.0
10,129020110,847937,32365,318.0,32500.0
24,3424894,65451,1158,495.0,7960000.0
20,2130220,19144,1100,1143.0,3520000.0
20,1829863,94015,2677,526.0,6750000.0
29,5186689,70730,12799,883.0,43900000.0
24,2377789,56255,1717,693.0,7960000.0
24,2110828,122491,503,1135.0,578000.0
28,572647,9394,759,3648.0,1680000.0
22,3470593,66379,2649,7260.0,1770000.0
10,5694651,169615,11736,3042.0,1000000.0
1,13258348,359449,28673,1057.0,13400000.0
28,3156811,45331,2986,312.0,24700000.0
28,692977,32787,2202,864.0,5120000.0
26,3441275,81991,2731,690.0,10400000.0
17,1430512,31565,674,1112.0,825000.0
1,12430276,69636,28569,2664.0,6640000.0
24,3996286,46436,2206,440.0,3640000.0
28,700168,23461,1579,845.0,7090000.0
27,4766677,87786,6164,377.0,7880000.0
22,1403234,31468,467,572.0,1480000.0
26,4898975,143746,4979,327.0,14200000.0
27,663236,17952,5130,673.0,20100000.0
26,333859,24427,1624,1519.0,1780000.0
27,2294648,49427,1120,723.0,4640000.0
10,1933823,19444,604,2117.0,5600000.0
17,596692,5279,1543,404.0,14200000.0
19,1418306,13058,3233,3153.0,3390000.0
10,645864,13861,1779,499.0,3060000.0
29,7413,282,30,375.0,410000.0
10,2693149,105610,2332,485.0,613000.0
24,58490,1514,80,1049.0,90900.0
24,260437,3151,485,494.0,1270000.0
26,2159940,35526,850,571.0,1230000.0
28,2749715,53227,4191,444.0,24700000.0
28,5717460,110276,4515,570.0,3020000.0
24,30906543,460498,24288,433.0,21800000.0
10,57697,3884,295,332.0,307000000.0
17,3014181,79226,2147,786.0,7830000.0
27,1081253,5678,0,393.0,841000.0
28,2581204,70473,2851,877.0,5710000.0
27,572268,18288,1009,4546.0,3270000.0
28,486583,13546,1147,3291.0,7090000.0
22,1838287,39187,874,825.0,489000.0
25,1169451,13535,0,1551.0,16900000.0
20,11242567,105076,4412,800.0,1880000.0
15,3097551,12922,391,3667.0,14200000.0
17,11283264,178295,13246,439.0,13800000.0
17,951965,26321,609,309.0,5340000.0
27,606177,25851,2420,914.0,2930000.0
22,3226448,110700,1856,847.0,927000.0
27,2173721,47628,1182,540.0,15300000.0
22,4954075,240850,10783,980.0,5520000.0
26,368977,14094,446,1283.0,1780000.0
27,767943,28222,1712,501.0,3480000.0
24,1667216,46753,3455,877.0,7960000.0
20,28802,899,36,742.0,45600.0
29,2669461,53761,7268,1254.0,43900000.0
29,14963401,273789,27486,277.0,1170000.0
27,946561,29204,8320,363.0,2300000.0
24,47220742,429732,16125,256.0,21700000.0
22,5776717,120663,1643,705.0,11000000.0
24,11260134,580337,12795,1008.0,16900000.0
10,16124848,222658,4458,264.0,2020000.0
15,327638,817,23,821.0,3350000.0
22,8703454,196656,19671,608.0,12600000.0
27,1231852,17842,703,852.0,184000.0
27,3939069,168558,24541,939.0,10800000.0
27,735303,19779,528,583.0,240000.0
28,1214543,18072,0,17096.0,12500000.0
19,2588846,50421,1051,1742.0,230000.0
17,395348,3043,307,337.0,5340000.0
20,680522,15887,359,630.0,1040000.0
20,534466,11954,565,4754.0,34300.0
27,2677106,140306,1356,762.0,14600000.0
28,333300,3880,378,5244.0,1370000.0
26,56456,9022,465,1759.0,172000.0
17,1370915,42564,1522,464.0,1550000.0
17,1297420,10165,598,240.0,23700000.0
29,1156172,16606,1408,4107.0,1830000.0
22,19803912,174518,3558,1942.0,7760000.0
24,8034036,254822,13805,812.0,5530000.0
27,243466,7877,765,866.0,5130000.0
27,9540323,216412,6317,274.0,22200000.0
20,21570866,537487,27766,788.0,23300000.0
27,19933142,420155,21039,496.0,19700000.0
27,2094195,25225,8683,2278.0,737000.0
10,7195,64,2,489.0,8150.0
22,1444789,40315,3148,6641.0,13600000.0
23,28639954,1486598,437524,496.0,10200000.0
25,2772187,24742,9596,331.0,18900000.0
20,881537,6151,22,36915.0,15900000.0
24,306590,2295,0,285.0,243000.0
26,6654367,226165,8018,1087.0,4870000.0
20,2235445,36934,1670,293.0,5650000.0
20,4490332,97739,7970,1199.0,2010000.0
27,1397782,59006,1613,633.0,1210000.0
25,48540,524,517,287.0,9370000.0
22,12834877,304030,14440,896.0,10200000.0
24,2099923,55211,3559,1282.0,6990000.0
24,737248,1494,105,5186.0,949000.0
23,190132,3232,287,409.0,13300000.0
26,6643997,200278,8569,514.0,10400000.0
27,2105044,32742,1621,1090.0,10200000.0
29,7829465,177465,8320,405.0,12600000.0
26,5116268,100787,2647,962.0,25900000.0
17,23072360,139756,7312,358.0,61700000.0
26,1533270,20569,515,285.0,4710000.0
28,502398,9676,624,2310.0,7090000.0
22,1767210,90162,5544,4015.0,2030000.0
27,14020,1145,424,1390.0,15800.0
22,14726439,166918,5866,1000.0,606000.0
24,723455,33501,570,784.0,3080000.0
27,5231260,112802,8202,529.0,19700000.0
24,15074008,303154,9649,399.0,10500000.0
24,932826,13382,1234,649.0,37100000.0
20,8228001,312475,8770,469.0,17500000.0
15,7600840,114598,4269,543.0,21800000.0
17,1316160,14657,486,8247.0,24300000.0
15,97732,1107,56,287.0,114000.0
24,3276051,51758,5811,770.0,4720000.0
22,119114,1041,173,40744.0,529.0
27,172410,4609,245,978.0,1750000.0
23,6543815,219505,13860,830.0,7150000.0
20,1896331,39808,1023,882.0,1490000.0
24,843149,22744,417,923.0,4080000.0
28,64918919,717916,14657,389.0,13200000.0
20,1705506,49214,2769,2270.0,3040000.0
24,2469850,160249,4801,283.0,2520000.0
26,551507,15133,673,438.0,910000.0
19,239197,5235,444,311.0,417000.0
23,1032442,31896,2574,663.0,5190000.0
27,15851739,514259,11189,613.0,114000.0
28,878444,13616,598,426.0,26900000.0
28,2393527,101479,9765,885.0,16700000.0
1,13424873,273386,7544,881.0,25600000.0
27,3203635,7746,0,491.0,1480000.0
10,6047640,71334,2680,360.0,292000.0
1,871230,40416,2024,641.0,2550000.0
28,1796046,108250,4679,662.0,2820000.0
20,608760,41521,1857,776.0,76300.0
27,3515732,80566,11063,5244.0,5990000.0
23,6076957,270031,13841,824.0,4710000.0
27,384105,16198,1119,473.0,3480000.0
24,1773289,35295,2298,672.0,2430000.0
24,35559723,281484,0,1078.0,24200000.0
19,288716,2400,144,335.0,61200.0
25,694039,24967,4294,376.0,14600000.0
26,1882649,34982,1763,1629.0,5140000.0
20,5856884,125154,4404,1203.0,23700000.0
24,498007,12821,1461,1596.0,1370000.0
25,3755301,107696,7777,900.0,12700000.0
17,1027885,34772,973,287.0,5340000.0
23,2165742,33983,2616,515.0,13300000.0
1,2145081,15654,0,315.0,10000000.0
23,4970228,54013,2881,2976.0,3410000.0
26,3015563,49418,1117,483.0,322000.0
15,729016,13879,680,304.0,28000.0
23,7571462,287266,16521,1026.0,4710000.0
24,643741,10254,402,492.0,47800.0
20,367559,5141,643,1453.0,19800000.0
15,5474074,74396,4159,988.0,134000.0
25,530974,20515,1309,1346.0,4550000.0
1,2558419,38759,2791,1154.0,266000.0
26,22341245,386113,11894,668.0,25900000.0
15,1487340,16973,1051,243.0,27100.0
22,2259742,38006,2344,400.0,117000.0
27,8093313,167288,8285,1023.0,15300000.0
26,18786736,80313,0,953.0,80900000.0
17,2489354,41050,1217,1280.0,1710000.0
27,8207927,98046,6146,1434.0,1010000.0
26,15452,650,31,352.0,140000.0
26,7108014,253833,5389,303.0,25900000.0
23,8759767,221942,8813,1404.0,7900000.0
27,13507871,145382,13577,929.0,15300000.0
20,393249,7237,1246,577.0,19600000.0
24,2103609,45666,545,1551.0,2040000.0
27,1079982,18102,933,1118.0,9230000.0
15,1323166,20410,2139,675.0,793000.0
22,89380323,587218,40620,641.0,10200000.0
28,437342,13360,638,929.0,7090000.0
20,1693281,35032,587,680.0,1040000.0
28,97829,1076,32,6629.0,466000.0
24,184124,1706,30,22110.0,364000.0
17,533508,6103,289,11930.0,2940000.0
28,338918,6484,275,573.0,1030000.0
15,1070361,21986,1222,246.0,524000.0
22,5240880,33103,1696,308.0,3950000.0
20,450185,6776,1074,507.0,3200000.0
24,5727468,243789,8194,1116.0,10600000.0
20,2410984,36162,947,1284.0,5620000.0
17,4639691,28938,1353,542.0,24500000.0
24,4552082,215075,10203,847.0,12100000.0
23,38176107,826558,52894,954.0,37900000.0
29,4648952,78306,2336,1068.0,43900000.0
28,1261729,17937,2216,3100.0,16600000.0
24,478308,7332,718,1426.0,11900000.0
22,2823921,89744,13171,2586.0,13400000.0
26,430398,7,0,393.0,37500.0
20,873137,39553,401,1321.0,19300000.0
1,2600551,67967,6461,1076.0,84900.0
28,2019986,87406,4552,680.0,3020000.0
27,16898027,569597,21638,298.0,6890000.0
25,1361398,19459,3915,2845.0,16900000.0
25,372389,6481,706,1107.0,43900000.0
24,3963430,104059,4484,16200.0,6930000.0
17,1000279,30386,841,320.0,1550000.0
10,3230028,5751,0,1222.0,3600000.0
27,4725939,9834,0,2526.0,97900000.0
28,4088999,97151,3491,868.0,16600000.0
27,153354,3649,176,4179.0,47200.0
24,15232808,457442,23325,912.0,12100000.0
15,5679653,0,0,1488.0,279000.0
22,1525450,37355,2269,2350.0,687000.0
23,2324506,151809,4578,855.0,2040000.0
28,1024484,40167,2387,580.0,3480000.0
20,597856,14227,803,695.0,8480000.0
2,1664198,51364,2446,598.0,1430000.0
29,2076481,19849,944,2855.0,836000.0
27,1805800,9557,0,353.0,7000000.0
20,2458145,52870,3326,414.0,2010000.0
26,698438,3730,153,282.0,224000.0
20,24560457,44022,0,837.0,3360000.0
29,790778,13201,490,2784.0,1450000.0
24,2821890,107141,11024,756.0,6980000.0
1,2693931,195423,5658,700.0,11000000.0
15,340364,9966,1108,640.0,177000.0
2,1611656,55764,1786,790.0,3660000.0
26,6243117,166294,11252,255.0,2620000.0
25,1686105,21988,8062,409.0,9370000.0
10,5035155,43252,1460,3449.0,1350000.0
1,3417922,105635,5769,444.0,225000.0
20,772571,8724,862,1082.0,8910000.0
24,36188074,578602,26450,5985.0,22800000.0
28,1862229,66502,3792,1501.0,16600000.0
27,663535,18664,371,1176.0,250000.0
28,3539271,35955,0,2725.0,12500000.0
26,16570850,389534,17427,674.0,9770000.0
15,1302347,35497,3941,1374.0,886000.0
28,2305423,44744,1462,1061.0,5710000.0
1,3992742,49285,0,1872.0,6080000.0
28,5832524,156256,9567,885.0,16700000.0
27,557628,15266,252,449.0,344000.0
27,994297,34153,1473,588.0,9230000.0
24,13644928,448794,17832,300.0,10100000.0
27,1732407,45392,1593,1119.0,7450000.0
20,884548,7898,1415,756.0,6890000.0
25,490546,10640,494,411.0,6480000.0
24,6460155,52759,0,304.0,5570000.0
26,891037,12639,402,1258.0,3450000.0
20,22298352,160016,76899,634.0,16700000.0
27,381489,13790,966,688.0,3260000.0
24,2318907,20107,4782,1461.0,11000000.0
25,7825848,104713,12690,1217.0,9260000.0
25,219554,19042,893,366.0,700000.0
22,98465,4952,264,1026.0,19700000.0
19,4616501,66851,6134,1440.0,5930000.0
28,1592972,11718,592,4170.0,1680000.0
27,2602164,56915,4724,483.0,7880000.0
17,586041,18313,719,345.0,5340000.0
26,17904809,256356,4839,1934.0,21300000.0
22,27288504,338122,13538,791.0,29600000.0
28,1716456,52594,4126,1134.0,16700000.0
24,12022059,335626,13803,518.0,10500000.0
24,62392269,1875629,48471,2377.0,22800000.0
26,5750862,110805,2847,949.0,25900000.0
27,4979289,212155,5232,539.0,14500000.0
25,222761,4758,1287,321.0,712000.0
1,2614024,144997,5788,499.0,769000.0
28,1447837,18316,613,748.0,2540000.0
27,3590908,71215,1463,1061.0,1350000.0
20,42144462,1391224,76212,1431.0,9820000.0
17,1005167,8010,262,279.0,15400000.0
19,425873,6974,646,1261.0,3820000.0
23,7281524,124393,5872,244.0,4510000.0
15,2123029,3111,74,1360.0,636000.0
19,1893433,44706,3388,922.0,11800000.0
23,25909355,884413,113723,795.0,20600000.0
27,787800,36239,989,933.0,4640000.0
28,1296213,40840,1292,729.0,4060000.0
26,1217954,37239,686,1471.0,84200.0
20,22236,630,67,535.0,264000.0
24,930987,40206,914,1070.0,3080000.0
27,1303712,34836,472,492.0,586000.0
23,6194627,92682,26865,766.0,19400000.0
20,2437424,101728,2792,847.0,4840000.0
24,3381292,138210,3252,901.0,5820000.0
20,65503,1979,142,1026.0,3320000.0
24,8126805,246702,24210,1038.0,5860000.0
17,4939401,324979,14200,446.0,23900000.0
28,617375,33967,1531,2214.0,7090000.0
24,16915101,704584,16333,803.0,16900000.0
20,1533241,53392,700,744.0,2910000.0
28,646547,14462,625,998.0,1210000.0
22,999729,27618,1386,576.0,4500000.0
24,3684955,137993,602,502.0,5820000.0
20,782855,14189,642,4507.0,552000.0
29,923115,7006,0,269.0,19600.0
24,90764758,1108984,10168,553.0,36300000.0
19,2015702,17732,827,3127.0,7890000.0
28,15701426,104237,7175,4071.0,269000.0
22,1696527,36901,1871,4523.0,6180000.0
27,4381114,234536,6454,302.0,6610000.0
27,1119671,37807,1430,835.0,3830000.0
23,7919840,145744,5957,407.0,4510000.0
22,142453,6359,625,2749.0,2900000.0
23,774280,20125,1809,545.0,13300000.0
28,30242968,167225,3700,354.0,13200000.0
17,2066621,9814,687,472.0,794000.0
29,640135,6340,0,563.0,233000.0
22,11641720,305463,9565,532.0,5520000.0
29,293220,7091,834,4976.0,2950000.0
20,1042887,37713,1570,682.0,159000.0
28,218326,8972,207,302.0,7090000.0
27,5442412,28434,0,385.0,7000000.0
10,211747,3047,132,367.0,13900.0
28,4152825,167298,7967,770.0,15400000.0
26,4288530,22521,532,312.0,37500.0
24,10656691,461047,10206,39.0,81300000.0
28,5673770,148006,19676,979.0,22000000.0
27,1941877,23686,1330,3274.0,3620000.0
28,805326,14214,504,1237.0,1390000.0
24,5340507,20397,0,286.0,9240000.0
27,4154857,31605,2099,1088.0,15300000.0
28,3666612,73811,20809,251.0,5930000.0
28,2052422,48849,4199,628.0,3690000.0
24,687739,27738,1786,985.0,21800000.0
24,10418733,230264,15916,876.0,6980000.0
28,323155,3744,248,960.0,26900000.0
28,27014161,603944,23785,98.0,71700000.0
27,3063410,0,1514,834.0,221000.0
20,37519,419,61,535.0,3020000.0
28,1961762,37595,2243,409.0,5710000.0
22,1885961,63447,1078,548.0,489000.0
20,17417678,565299,26455,888.0,14300000.0
28,1258078,11102,194,689.0,2410000.0
1,7662512,6629,0,821.0,54000000.0
22,2770719,82115,2141,423.0,10200000.0
26,58508,1429,651,842.0,227000.0
28,3790705,168071,8603,705.0,16700000.0
24,7313244,294354,8226,663.0,5330000.0
20,3915704,98396,4195,640.0,6630000.0
20,2987957,254714,8378,940.0,19600000.0
28,16974531,399095,20245,960.0,3390000.0
26,1061064,29429,1310,425.0,455000.0
27,5414176,126722,4617,748.0,4640000.0
15,1876623,27567,1810,1308.0,1300000.0
20,801937,34933,1032,602.0,3790000.0
23,1794542,34111,2876,748.0,3700000.0
20,96447,1596,157,682.0,3510000.0
28,5432750,378815,10641,1048.0,1200000.0
10,132971498,1176354,61619,262.0,62700000.0
27,8074393,344940,17190,616.0,24900000.0
23,5584693,79579,3884,248.0,99700.0
27,3060526,59088,3974,607.0,1890000.0
22,696754,23050,443,243.0,3070000.0
22,1102995,23266,1301,386.0,19700000.0
23,7075799,279350,16999,1187.0,7150000.0
24,4985635,120857,9387,523.0,10600000.0
20,757282,14940,544,684.0,50600.0
23,362490,5296,134,242.0,33200000.0
23,3795497,46261,1760,267.0,749000.0
28,13507447,135622,7148,628.0,4870000.0
24,1255032,22641,1226,578.0,10400000.0
1,186564924,680048,0,311.0,5410000.0
22,5967656,168035,7285,1106.0,964000.0
29,219021,5155,139,703.0,26900000.0
22,620946,11408,417,1230.0,489000.0
28,4307129,60434,11089,805.0,1320000.0
28,673943,21688,1363,613.0,3480000.0
26,1538148,44074,1407,1518.0,1830000.0
22,692121,14624,430,1384.0,229000.0
20,4905,293,68,1308.0,328.0
28,6900,142,20,1801.0,593000.0
19,696086,10346,991,4815.0,156000.0
23,448484,7597,433,1128.0,12400000.0
19,1958973,0,789,1502.0,1990000.0
26,140840,4914,476,1012.0,55500.0
24,2890164,48367,654,1343.0,144000.0
23,1000215,19915,532,287.0,5180000.0
